Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
512,64,32768,1,i0,i1,k0,k1,1,0,1,2,16,8,i0,j0,i1,k0,k1,j1,i0,j1,None,0,16,4,35,435,3.606241464614868
128,256,32768,1,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,3,35,335,1.6171668767929077
128,256,128,256,i0,i1,k0,k1,2,1,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,26,3226,24.401596069335938
512,64,32768,1,i0,i1,k0,k1,1,0,2,2,16,8,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,2,36,236,1.8699164390563965
128,256,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,25,3225,1.4412161111831665
128,256,32768,1,i0,i1,k0,k1,0,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,26,3226,1.6256784200668335
512,64,128,256,i0,i1,k0,k1,1,1,2,1,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,8,27,6,2706,24.237932205200195
512,64,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,16,25,1625,1.3574334383010864
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,16,8,15,815,1.5046848058700562
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,32,0,15,15,1.4408495426177979
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,j1,16,8,0,15,15,1.5962363481521606
512,64,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,8,33,5,3305,24.718900680541992
256,128,32768,1,i0,i1,k0,k1,0,0,2,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,16,0,16,16,1.558100938796997
256,128,32768,1,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,None,0,8,16,5,1605,1.6538127660751343
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,8,16,15,1615,1.5899211168289185
128,256,32768,1,i0,i1,k0,k1,0,0,2,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,8,32,16,3216,1.7456508874893188
128,256,32768,1,i0,i1,k0,k1,1,2,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,16,1,16,116,1.6175434589385986
128,256,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,32,5,3205,1.7490943670272827
128,256,32768,1,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,8,3,16,316,22.240699768066406
512,64,128,256,i0,i1,k0,k1,1,1,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,24,6,2406,2.495866298675537
512,64,128,256,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,16,6,1606,1.3704203367233276
512,64,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,25,2725,1.548155426979065
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,j1,16,32,0,15,15,1.4266748428344727
512,64,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,32,16,3216,1.5440415143966675
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,4,15,415,1.370248794555664
512,64,32768,1,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,32,2,35,235,1.4562023878097534
512,64,32768,1,i0,i1,k0,k1,0,0,1,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,1,15,115,1.4718711376190186
512,64,32768,1,i0,i1,k0,k1,0,1,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,2,26,226,1.4900611639022827
512,64,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,32,5,3205,1.7006721496582031
256,128,32768,1,i0,i1,k0,k1,0,0,2,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,4,16,416,2.2664954662323
512,64,32768,1,i0,i1,k0,k1,1,2,4,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,8,8,18,818,1.6661189794540405
256,128,32768,1,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,16,0,5,5,1.6329066753387451
512,64,32768,1,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,16,0,25,25,1.8319629430770874
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,16,0,15,15,1.5909528732299805
128,256,32768,1,i0,i1,k0,k1,0,0,2,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,16,1,16,116,1.5609166622161865
512,64,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,j1,16,16,0,15,15,1.6052607297897339
512,64,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,j0,i1,k0,k1,j1,i0,j1,None,0,32,2,15,215,3.0665946006774902
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,16,1,15,115,1.5085664987564087
128,256,32768,1,i0,i1,k0,k1,1,2,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,8,16,816,1.5562657117843628
128,256,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,16,5,1605,2.747152090072632
512,64,32768,1,i0,i1,k0,k1,0,0,1,2,16,8,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,1,15,115,1.6367980241775513
128,256,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,16,5,1605,2.725562334060669
128,256,32768,1,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,16,16,1616,1.5541728734970093
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,15,5,1505,1.0807619094848633
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,15,16,1516,1.1719517707824707
512,64,128,256,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,24,35,2435,2.3563106060028076
256,128,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,i1,256,32,3,15,315,11.868703842163086
512,64,256,128,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,27,36,2736,1.3008042573928833
128,256,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,i1,256,32,7,15,715,11.242973327636719
128,256,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,25,1625,1.3032145500183105
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,16,1616,1.481611967086792
512,64,128,256,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,32,32,35,3235,4.046050071716309
512,64,128,256,i0,i1,k0,k1,0,0,1,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,16,15,1615,23.186540603637695
512,64,128,256,i0,i1,k0,k1,0,1,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,32,26,3226,11.63381290435791
256,128,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,16,8,15,815,4.197342395782471
128,256,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,256,16,15,15,1515,2.2248902320861816
512,64,128,256,i0,i1,k0,k1,1,2,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,15,815,1.7031599283218384
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,8,5,805,1.2321478128433228
128,256,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,24,25,2425,1.2796070575714111
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,2,15,215,1.3680883646011353
128,256,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,6,1606,1.3002828359603882
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,20,16,2016,1.2735121250152588
128,256,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,8,35,835,1.4138505458831787
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,j1,16,32,0,15,15,1.5852574110031128
128,256,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,15,25,1525,1.3268033266067505
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,30,25,3025,1.3079066276550293
256,128,128,256,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,30,36,3036,1.3400522470474243
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,32,0,15,15,1.4458752870559692
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,25,1625,1.457851529121399
128,256,32768,1,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,32,8,35,835,1.4569863080978394
128,256,32768,1,i0,i1,k0,k1,0,0,1,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,4,15,415,1.4564051628112793
128,256,32768,1,i0,i1,k0,k1,0,1,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,8,26,826,1.49503755569458
128,256,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,3,25,325,1.4608371257781982
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,16,0,15,15,1.556167721748352
256,128,256,128,i0,i1,k0,k1,1,2,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,15,815,1.5638341903686523
256,128,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,1,5,105,1.1980067491531372
512,64,256,128,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,24,5,2405,1.3802186250686646
512,64,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,16,25,1625,1.44259512424469
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,4,15,415,1.611599087715149
512,64,128,256,i0,i1,k0,k1,1,1,2,3,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,16,6,1606,1.914652943611145
512,64,256,128,i0,i1,k0,k1,1,1,2,3,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,6,2406,1.9187273979187012
256,128,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,1,16,116,1.395533561706543
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,j0,i1,k0,k1,j1,i0,None,j0,16,32,0,15,15,1.7185158729553223
128,256,128,256,i0,i1,k0,k1,1,1,2,3,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,6,3206,1.9707131385803223
128,256,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,3,25,325,1.4600207805633545
512,64,128,256,i0,i1,k0,k1,0,2,2,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,0,36,36,1.622668981552124
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,j0,i1,k0,k1,j1,i0,j1,j0,16,32,0,15,15,1.5324108600616455
128,256,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,25,3225,1.9962722063064575
512,64,32768,1,i0,i1,k0,k1,1,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,32,2,35,235,1.7508649826049805
128,256,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,3,5,305,1.5854160785675049
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,j0,i1,k0,k1,j1,i0,j1,None,0,16,8,15,815,1.6206107139587402
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,16,0,15,15,1.6077265739440918
512,64,256,128,i0,i1,k0,k1,1,2,1,2,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,15,2415,2.2970798015594482
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,1.342081904411316
128,256,256,128,i0,k0,i1,k1,0,1,0,1,8,16,i0,k0,j0,i1,k1,j1,i0,j1,k0,128,8,31,4,3104,2.151637554168701
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,j1,16,32,0,15,15,1.537700891494751
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,16,8,15,815,1.607153058052063
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,15,16,1516,1.2609519958496094
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,30,16,3016,1.267932415008545
512,64,256,128,i0,i1,k0,k1,1,2,2,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,24,16,2416,1.37272047996521
512,64,128,256,i0,i1,k0,k1,1,2,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,16,16,1616,1.636514663696289
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,4,16,416,1.564299464225769
512,64,256,128,i0,i1,k0,k1,2,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,26,2426,24.09710121154785
512,64,256,128,i0,i1,k0,k1,1,1,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,32,6,3206,1.4955500364303589
128,256,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,8,31,35,3135,1.360249400138855
256,128,32768,1,i0,i1,k0,k1,1,0,2,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,j1,16,32,0,36,36,1.6512624025344849
512,64,256,128,i0,i1,k0,k1,1,2,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,33,15,3315,1.5582510232925415
128,256,128,256,i0,i1,k0,k1,1,0,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,32,35,3235,1.5523273944854736
128,256,128,256,i0,i1,k0,k1,1,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,20,16,2016,1.419306755065918
128,256,32768,1,i0,i1,k0,k1,0,0,1,2,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,32,0,15,15,1.6050775051116943
512,64,32768,1,i0,i1,k0,k1,1,1,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,32,2,6,206,1.72537100315094
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,20,16,2016,1.3224834203720093
512,64,32768,1,i0,i1,k0,k1,0,0,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,1,16,116,1.473690152168274
512,64,32768,1,i0,i1,k0,k1,0,1,2,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,32,2,26,226,1.6157433986663818
512,64,128,256,i0,i1,k0,k1,1,1,2,2,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,0,6,6,1.943347692489624
256,128,32768,1,i0,i1,k0,k1,1,1,1,2,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,16,8,5,805,1.8669822216033936
128,256,32768,1,i0,i1,k0,k1,1,0,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,16,1,36,136,1.7454853057861328
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,0,5,5,1.275924563407898
256,128,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,None,None,None,0,4,32,5,3205,18.051549911499023
512,64,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,None,None,i0,128,4,31,25,3125,23.073579788208008
512,64,128,256,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,4,15,6,1506,22.568500518798828
512,64,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,8,33,6,3306,23.936214447021484
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,1,16,116,1.3663933277130127
512,64,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,None,j1,i1,128,16,3,35,335,23.965442657470703
128,256,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,None,j1,None,0,8,16,15,1615,22.07391929626465
512,64,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,24,25,2425,1.3706514835357666
256,128,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,16,2716,1.405286192893982
128,256,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,None,None,None,0,4,24,5,2405,25.134960174560547
512,64,32768,1,i0,i1,k0,k1,0,1,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,32,2,26,226,1.559755802154541
512,64,256,128,i0,i1,k0,k1,1,2,1,2,8,16,i0,i1,j0,k0,k1,j1,None,j1,j0,8,8,33,15,3315,25.446870803833008
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,5,2705,1.9131146669387817
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,30,5,3005,1.3701918125152588
512,64,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,8,5,805,1.2793577909469604
512,64,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,8,25,825,1.411165714263916
512,64,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,8,6,806,1.5942744016647339
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,8,15,16,1516,1.4207085371017456
512,64,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,35,2435,1.3591845035552979
128,256,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,4,23,15,2315,1.386272668838501
512,64,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,16,16,25,1625,1.4675230979919434
128,256,128,256,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,24,6,2406,1.3890461921691895
128,256,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,30,25,3025,1.4155601263046265
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,j0,8,16,1,15,115,1.603283166885376
128,256,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,16,16,25,1625,2.294468879699707
256,128,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,16,16,1616,1.32130765914917
512,64,32768,1,i0,i1,k0,k1,0,1,2,3,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,1,26,126,1.499027132987976
512,64,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,8,0,25,25,1.5898916721343994
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,32,0,15,15,1.5413001775741577
512,64,256,128,i0,i1,k0,k1,1,2,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,8,15,815,1.553256630897522
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,16,5,1605,1.4431785345077515
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,0,5,5,1.173682451248169
256,128,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,16,5,1605,1.484224796295166
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,15,16,1516,1.1925090551376343
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,1.3350566625595093
256,128,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,1,5,105,1.4123806953430176
512,64,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,16,5,1605,1.4524812698364258
128,256,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,32,25,3225,1.3152114152908325
256,128,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,15,25,1525,1.314792275428772
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,32,16,3216,1.3900737762451172
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,1.2595422267913818
256,128,256,128,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,15,36,1536,17.921615600585938
512,64,128,256,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,35,835,1.4591764211654663
128,256,128,256,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,256,8,31,35,3135,1.4052084684371948
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,0,16,16,1.2305519580841064
256,128,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,16,15,1615,11.857087135314941
256,128,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,20,5,2005,1.4449399709701538
512,64,128,256,i0,i1,k0,k1,1,2,2,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,8,16,816,1.4102357625961304
512,64,128,256,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,8,5,805,1.5785530805587769
128,256,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,256,4,23,15,2315,1.2734583616256714
128,256,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,30,5,3005,1.1524937152862549
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,13.752410888671875
128,256,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,3,5,305,1.2879482507705688
128,256,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,16,5,1605,1.259338140487671
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,1.2210434675216675
128,256,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,32,5,3205,1.2262029647827148
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,32,25,3225,1.265733242034912
256,128,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,6,806,1.2729811668395996
256,128,256,128,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,15,36,1536,1.3223031759262085
256,128,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,25,825,14.218445777893066
